sector.name,subsector.name0,subsector.name,year,input.OM.var,OM.var,technology
base load generation,coal,coal_base_conv pul 2001-2005,2050,OM-var,1.97,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2001-2005,2050,OM-var,1.97,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2001-2005,2050,OM-var,1.97,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2006-2010,2050,OM-var,1.97,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2006-2010,2050,OM-var,1.97,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2006-2010,2050,OM-var,1.97,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2006-2010,2050,OM-var,1.97,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2006-2010,2050,OM-var,1.97,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2011-2015,2050,OM-var,1.97,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2011-2015,2050,OM-var,1.97,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2011-2015,2050,OM-var,1.97,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2011-2015,2050,OM-var,1.97,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2011-2015,2050,OM-var,1.97,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2016-2021,2050,OM-var,1.97,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2016-2021,2050,OM-var,1.97,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2016-2021,2050,OM-var,1.97,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2016-2021,2050,OM-var,1.97,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2016-2021,2050,OM-var,1.97,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul before 1950,2050,OM-var,1.97,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul before 1950,2050,OM-var,1.97,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul before 1950,2050,OM-var,1.97,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul before 1950,2050,OM-var,1.97,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul before 1950,2050,OM-var,1.97,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_retire_2023,2050,OM-var,1.97,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul_retire_2023,2050,OM-var,1.97,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul_retire_2023,2050,OM-var,1.97,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul_retire_2023,2050,OM-var,1.97,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul_retire_2023,2050,OM-var,1.97,coal (conv pul) (dry cooling)
base load generation,biomass,biomass_base_conv,2055,OM-var,1.23,biomass (conv) (once through)
base load generation,biomass,biomass_base_conv,2055,OM-var,1.23,biomass (conv) (seawater)
base load generation,biomass,biomass_base_conv,2055,OM-var,1.23,biomass (conv) (recirculating)
base load generation,biomass,biomass_base_conv,2055,OM-var,1.23,biomass (conv) (cooling pond)
base load generation,biomass,biomass_base_conv,2055,OM-var,1.23,biomass (conv) (dry cooling)
base load generation,biomass,biomass_base_conv_CCS,2055,OM-var,3.36,biomass (conv CCS) (once through)
base load generation,biomass,biomass_base_conv_CCS,2055,OM-var,3.36,biomass (conv CCS) (seawater)
base load generation,biomass,biomass_base_conv_CCS,2055,OM-var,3.36,biomass (conv CCS) (recirculating)
base load generation,biomass,biomass_base_conv_CCS,2055,OM-var,3.36,biomass (conv CCS) (dry cooling)
base load generation,biomass,biomass_base_IGCC,2055,OM-var,2.78,biomass (IGCC) (once through)
base load generation,biomass,biomass_base_IGCC,2055,OM-var,2.78,biomass (IGCC) (seawater)
base load generation,biomass,biomass_base_IGCC,2055,OM-var,2.78,biomass (IGCC) (recirculating)
base load generation,biomass,biomass_base_IGCC,2055,OM-var,2.78,biomass (IGCC) (dry cooling)
base load generation,biomass,biomass_base_IGCC_CCS,2055,OM-var,5.42,biomass (IGCC CCS) (once through)
base load generation,biomass,biomass_base_IGCC_CCS,2055,OM-var,5.42,biomass (IGCC CCS) (seawater)
base load generation,biomass,biomass_base_IGCC_CCS,2055,OM-var,5.42,biomass (IGCC CCS) (recirculating)
base load generation,biomass,biomass_base_IGCC_CCS,2055,OM-var,5.42,biomass (IGCC CCS) (dry cooling)
base load generation,coal,coal_base_conv pul,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_CCS,2055,OM-var,3.15,coal (conv pul CCS) (once through)
base load generation,coal,coal_base_conv pul_CCS,2055,OM-var,3.15,coal (conv pul CCS) (seawater)
base load generation,coal,coal_base_conv pul_CCS,2055,OM-var,3.15,coal (conv pul CCS) (recirculating)
base load generation,coal,coal_base_conv pul_CCS,2055,OM-var,3.15,coal (conv pul CCS) (dry cooling)
base load generation,coal,coal_base_IGCC,2055,OM-var,3.5,coal (IGCC) (once through)
base load generation,coal,coal_base_IGCC,2055,OM-var,3.5,coal (IGCC) (seawater)
base load generation,coal,coal_base_IGCC,2055,OM-var,3.5,coal (IGCC) (recirculating)
base load generation,coal,coal_base_IGCC,2055,OM-var,3.5,coal (IGCC) (dry cooling)
base load generation,coal,coal_base_IGCC_CCS,2055,OM-var,5.21,coal (IGCC CCS) (once through)
base load generation,coal,coal_base_IGCC_CCS,2055,OM-var,5.21,coal (IGCC CCS) (seawater)
base load generation,coal,coal_base_IGCC_CCS,2055,OM-var,5.21,coal (IGCC CCS) (recirculating)
base load generation,coal,coal_base_IGCC_CCS,2055,OM-var,5.21,coal (IGCC CCS) (dry cooling)
base load generation,gas,gas_base_CC,2055,OM-var,0.42,gas (CC) (once through)
base load generation,gas,gas_base_CC,2055,OM-var,0.42,gas (CC) (seawater)
base load generation,gas,gas_base_CC,2055,OM-var,0.42,gas (CC) (recirculating)
base load generation,gas,gas_base_CC,2055,OM-var,0.42,gas (CC) (cooling pond)
base load generation,gas,gas_base_CC,2055,OM-var,0.42,gas (CC) (dry cooling)
base load generation,gas,gas_base_CC_CCS,2055,OM-var,0.86,gas (CC CCS) (once through)
base load generation,gas,gas_base_CC_CCS,2055,OM-var,0.86,gas (CC CCS) (seawater)
base load generation,gas,gas_base_CC_CCS,2055,OM-var,0.86,gas (CC CCS) (recirculating)
base load generation,gas,gas_base_CC_CCS,2055,OM-var,0.86,gas (CC CCS) (dry cooling)
base load generation,geothermal,geo_base,2055,OM-var,0,geothermal (recirculating)
base load generation,geothermal,geo_base,2055,OM-var,0,geothermal (dry_hybrid)
base load generation,nuclear,nuc_base_Gen II,2055,OM-var,0.66,Gen_II_LWR (once through)
base load generation,nuclear,nuc_base_Gen II,2055,OM-var,0.66,Gen_II_LWR (seawater)
base load generation,nuclear,nuc_base_Gen II,2055,OM-var,0.66,Gen_II_LWR (recirculating)
base load generation,nuclear,nuc_base_Gen II,2055,OM-var,0.66,Gen_II_LWR (cooling pond)
base load generation,nuclear,nuc_base_large reactor,2055,OM-var,0.66,large reactor (once through)
base load generation,nuclear,nuc_base_large reactor,2055,OM-var,0.66,large reactor (seawater)
base load generation,nuclear,nuc_base_large reactor,2055,OM-var,0.66,large reactor (recirculating)
base load generation,nuclear,nuc_base_large reactor,2055,OM-var,0.66,large reactor (cooling pond)
base load generation,nuclear,nuc_base_SMR,2055,OM-var,0.61,SMR (once through)
base load generation,nuclear,nuc_base_SMR,2055,OM-var,0.61,SMR (seawater)
base load generation,nuclear,nuc_base_SMR,2055,OM-var,0.61,SMR (recirculating)
base load generation,nuclear,nuc_base_SMR,2055,OM-var,0.61,SMR (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,OM-var,1.63,refined liquids (steam/CT) (once through)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,OM-var,1.63,refined liquids (steam/CT) (seawater)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,OM-var,1.63,refined liquids (steam/CT) (recirculating)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,OM-var,1.63,refined liquids (steam/CT) (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2055,OM-var,1.63,refined liquids (steam/CT) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC,2055,OM-var,0.42,refined liquids (CC) (once through)
base load generation,refined liquids,refined liquids_base_CC,2055,OM-var,0.42,refined liquids (CC) (seawater)
base load generation,refined liquids,refined liquids_base_CC,2055,OM-var,0.42,refined liquids (CC) (recirculating)
base load generation,refined liquids,refined liquids_base_CC,2055,OM-var,0.42,refined liquids (CC) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,OM-var,0.86,refined liquids (CC CCS) (once through)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,OM-var,0.86,refined liquids (CC CCS) (seawater)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,OM-var,0.86,refined liquids (CC CCS) (recirculating)
base load generation,refined liquids,refined liquids_base_CC_CCS,2055,OM-var,0.86,refined liquids (CC CCS) (dry cooling)
base load generation,solar,PV_base_storage,2055,OM-var,0,PV_base_storage
base load generation,solar,CSP_base_storage,2055,OM-var,0.7,CSP_base_storage
base load generation,wind,wind_base_storage,2055,OM-var,0,wind_base_storage
base load generation,coal,coal_base_conv pul 1951-1955,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1951-1955,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1951-1955,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1951-1955,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1951-1955,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1956-1960,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1956-1960,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1956-1960,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1956-1960,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1956-1960,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1961-1965,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1961-1965,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1961-1965,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1961-1965,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1961-1965,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1966-1970,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1966-1970,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1966-1970,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1966-1970,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1966-1970,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1971-1975,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1971-1975,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1971-1975,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1971-1975,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1971-1975,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1976-1980,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1976-1980,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1976-1980,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1976-1980,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1976-1980,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1981-1985,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1981-1985,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1981-1985,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1981-1985,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1981-1985,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1986-1990,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1986-1990,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1986-1990,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1986-1990,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1986-1990,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1991-1995,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1991-1995,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1991-1995,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1991-1995,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1991-1995,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1996-2000,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1996-2000,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1996-2000,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1996-2000,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1996-2000,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2001-2005,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2001-2005,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2001-2005,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2001-2005,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2001-2005,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2006-2010,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2006-2010,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2006-2010,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2006-2010,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2006-2010,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2011-2015,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2011-2015,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2011-2015,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2011-2015,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2011-2015,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 2016-2021,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 2016-2021,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 2016-2021,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 2016-2021,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 2016-2021,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul before 1950,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul before 1950,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul before 1950,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul before 1950,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul before 1950,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_retire_2023,2055,OM-var,1.96,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul_retire_2023,2055,OM-var,1.96,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul_retire_2023,2055,OM-var,1.96,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul_retire_2023,2055,OM-var,1.96,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul_retire_2023,2055,OM-var,1.96,coal (conv pul) (dry cooling)
base load generation,biomass,biomass_base_conv,2060,OM-var,1.22,biomass (conv) (once through)
base load generation,biomass,biomass_base_conv,2060,OM-var,1.22,biomass (conv) (seawater)
base load generation,biomass,biomass_base_conv,2060,OM-var,1.22,biomass (conv) (recirculating)
base load generation,biomass,biomass_base_conv,2060,OM-var,1.22,biomass (conv) (cooling pond)
base load generation,biomass,biomass_base_conv,2060,OM-var,1.22,biomass (conv) (dry cooling)
base load generation,biomass,biomass_base_conv_CCS,2060,OM-var,3.34,biomass (conv CCS) (once through)
base load generation,biomass,biomass_base_conv_CCS,2060,OM-var,3.34,biomass (conv CCS) (seawater)
base load generation,biomass,biomass_base_conv_CCS,2060,OM-var,3.34,biomass (conv CCS) (recirculating)
base load generation,biomass,biomass_base_conv_CCS,2060,OM-var,3.34,biomass (conv CCS) (dry cooling)
base load generation,biomass,biomass_base_IGCC,2060,OM-var,2.76,biomass (IGCC) (once through)
base load generation,biomass,biomass_base_IGCC,2060,OM-var,2.76,biomass (IGCC) (seawater)
base load generation,biomass,biomass_base_IGCC,2060,OM-var,2.76,biomass (IGCC) (recirculating)
base load generation,biomass,biomass_base_IGCC,2060,OM-var,2.76,biomass (IGCC) (dry cooling)
base load generation,biomass,biomass_base_IGCC_CCS,2060,OM-var,5.39,biomass (IGCC CCS) (once through)
base load generation,biomass,biomass_base_IGCC_CCS,2060,OM-var,5.39,biomass (IGCC CCS) (seawater)
base load generation,biomass,biomass_base_IGCC_CCS,2060,OM-var,5.39,biomass (IGCC CCS) (recirculating)
base load generation,biomass,biomass_base_IGCC_CCS,2060,OM-var,5.39,biomass (IGCC CCS) (dry cooling)
base load generation,coal,coal_base_conv pul,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul_CCS,2060,OM-var,3.13,coal (conv pul CCS) (once through)
base load generation,coal,coal_base_conv pul_CCS,2060,OM-var,3.13,coal (conv pul CCS) (seawater)
base load generation,coal,coal_base_conv pul_CCS,2060,OM-var,3.13,coal (conv pul CCS) (recirculating)
base load generation,coal,coal_base_conv pul_CCS,2060,OM-var,3.13,coal (conv pul CCS) (dry cooling)
base load generation,coal,coal_base_IGCC,2060,OM-var,3.48,coal (IGCC) (once through)
base load generation,coal,coal_base_IGCC,2060,OM-var,3.48,coal (IGCC) (seawater)
base load generation,coal,coal_base_IGCC,2060,OM-var,3.48,coal (IGCC) (recirculating)
base load generation,coal,coal_base_IGCC,2060,OM-var,3.48,coal (IGCC) (dry cooling)
base load generation,coal,coal_base_IGCC_CCS,2060,OM-var,5.18,coal (IGCC CCS) (once through)
base load generation,coal,coal_base_IGCC_CCS,2060,OM-var,5.18,coal (IGCC CCS) (seawater)
base load generation,coal,coal_base_IGCC_CCS,2060,OM-var,5.18,coal (IGCC CCS) (recirculating)
base load generation,coal,coal_base_IGCC_CCS,2060,OM-var,5.18,coal (IGCC CCS) (dry cooling)
base load generation,gas,gas_base_CC,2060,OM-var,0.42,gas (CC) (once through)
base load generation,gas,gas_base_CC,2060,OM-var,0.42,gas (CC) (seawater)
base load generation,gas,gas_base_CC,2060,OM-var,0.42,gas (CC) (recirculating)
base load generation,gas,gas_base_CC,2060,OM-var,0.42,gas (CC) (cooling pond)
base load generation,gas,gas_base_CC,2060,OM-var,0.42,gas (CC) (dry cooling)
base load generation,gas,gas_base_CC_CCS,2060,OM-var,0.85,gas (CC CCS) (once through)
base load generation,gas,gas_base_CC_CCS,2060,OM-var,0.85,gas (CC CCS) (seawater)
base load generation,gas,gas_base_CC_CCS,2060,OM-var,0.85,gas (CC CCS) (recirculating)
base load generation,gas,gas_base_CC_CCS,2060,OM-var,0.85,gas (CC CCS) (dry cooling)
base load generation,geothermal,geo_base,2060,OM-var,0,geothermal (recirculating)
base load generation,geothermal,geo_base,2060,OM-var,0,geothermal (dry_hybrid)
base load generation,nuclear,nuc_base_Gen II,2060,OM-var,0.66,Gen_II_LWR (once through)
base load generation,nuclear,nuc_base_Gen II,2060,OM-var,0.66,Gen_II_LWR (seawater)
base load generation,nuclear,nuc_base_Gen II,2060,OM-var,0.66,Gen_II_LWR (recirculating)
base load generation,nuclear,nuc_base_Gen II,2060,OM-var,0.66,Gen_II_LWR (cooling pond)
base load generation,nuclear,nuc_base_large reactor,2060,OM-var,0.65,large reactor (once through)
base load generation,nuclear,nuc_base_large reactor,2060,OM-var,0.65,large reactor (seawater)
base load generation,nuclear,nuc_base_large reactor,2060,OM-var,0.65,large reactor (recirculating)
base load generation,nuclear,nuc_base_large reactor,2060,OM-var,0.65,large reactor (cooling pond)
base load generation,nuclear,nuc_base_SMR,2060,OM-var,0.61,SMR (once through)
base load generation,nuclear,nuc_base_SMR,2060,OM-var,0.61,SMR (seawater)
base load generation,nuclear,nuc_base_SMR,2060,OM-var,0.61,SMR (recirculating)
base load generation,nuclear,nuc_base_SMR,2060,OM-var,0.61,SMR (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2060,OM-var,1.62,refined liquids (steam/CT) (once through)
base load generation,refined liquids,refined liquids_base_steam/CT,2060,OM-var,1.62,refined liquids (steam/CT) (seawater)
base load generation,refined liquids,refined liquids_base_steam/CT,2060,OM-var,1.62,refined liquids (steam/CT) (recirculating)
base load generation,refined liquids,refined liquids_base_steam/CT,2060,OM-var,1.62,refined liquids (steam/CT) (cooling pond)
base load generation,refined liquids,refined liquids_base_steam/CT,2060,OM-var,1.62,refined liquids (steam/CT) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC,2060,OM-var,0.42,refined liquids (CC) (once through)
base load generation,refined liquids,refined liquids_base_CC,2060,OM-var,0.42,refined liquids (CC) (seawater)
base load generation,refined liquids,refined liquids_base_CC,2060,OM-var,0.42,refined liquids (CC) (recirculating)
base load generation,refined liquids,refined liquids_base_CC,2060,OM-var,0.42,refined liquids (CC) (dry cooling)
base load generation,refined liquids,refined liquids_base_CC_CCS,2060,OM-var,0.85,refined liquids (CC CCS) (once through)
base load generation,refined liquids,refined liquids_base_CC_CCS,2060,OM-var,0.85,refined liquids (CC CCS) (seawater)
base load generation,refined liquids,refined liquids_base_CC_CCS,2060,OM-var,0.85,refined liquids (CC CCS) (recirculating)
base load generation,refined liquids,refined liquids_base_CC_CCS,2060,OM-var,0.85,refined liquids (CC CCS) (dry cooling)
base load generation,solar,PV_base_storage,2060,OM-var,0,PV_base_storage
base load generation,solar,CSP_base_storage,2060,OM-var,0.7,CSP_base_storage
base load generation,wind,wind_base_storage,2060,OM-var,0,wind_base_storage
base load generation,coal,coal_base_conv pul 1951-1955,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1951-1955,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1951-1955,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1951-1955,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1951-1955,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1956-1960,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1956-1960,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1956-1960,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1956-1960,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1956-1960,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1961-1965,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1961-1965,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1961-1965,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1961-1965,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1961-1965,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1966-1970,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1966-1970,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1966-1970,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1966-1970,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1966-1970,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1971-1975,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1971-1975,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1971-1975,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1971-1975,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1971-1975,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1976-1980,2060,OM-var,1.95,coal (conv pul) (once through)
base load generation,coal,coal_base_conv pul 1976-1980,2060,OM-var,1.95,coal (conv pul) (seawater)
base load generation,coal,coal_base_conv pul 1976-1980,2060,OM-var,1.95,coal (conv pul) (recirculating)
base load generation,coal,coal_base_conv pul 1976-1980,2060,OM-var,1.95,coal (conv pul) (cooling pond)
base load generation,coal,coal_base_conv pul 1976-1980,2060,OM-var,1.95,coal (conv pul) (dry cooling)
base load generation,coal,coal_base_conv pul 1981-1985,2060,OM-var,1.95,coal (conv pul) (once through)
